guid,sector
730c962b-ea21-4aab-a714-b266d1526a22,HS3
ea86f5da-5048-4fec-8247-541eadb67872,HS3
17682c64-64dc-4efd-90b1-89e0f4f58140,HS4
7cdea326-7f6b-4372-ad75-7d37d8d06f62,HS3
ca20d17d-87ce-4e5e-ae2c-e3d4dcb1d8b1,HS4
c4ba6ca0-9f81-4478-8d48-b7dfe8879b3a,MANU
526ce8e6-2d6e-420d-b352-ab3ba2fc7d3d,HS2
14cba937-5db0-4c37-ac00-e1594a12b988,HS1
32c21a79-dc77-4e53-882f-b5fb5141f64c,HS3
fcc74704-b1f7-4444-983e-41a8e56ad20c,HS2
2d2addbc-0028-43b9-aeae-00aa4e33b111,HS3
e9f310b1-e4f4-4659-9995-4b61d7bd1e8a,HS3
5ac0f327-1e1d-4267-8895-cf6ccfbd4440,HS2
17b2e407-6586-4301-a488-cd15760ef094,HS2
03eba187-cf35-4746-a2c1-d7e1fc2e4028,HS2
4cf67feb-3e4c-44ea-bb1a-feabb0e4dc01,HS2
f0d8c5d8-0826-47f1-9d25-25fa6729723d,HS3
48f03fb0-a9cb-4b4c-a821-8aa3cf674b42,HS2
34f33323-29e2-444b-85b9-f60f1b4c2da1,HS2
707ed53a-3b38-4493-b6b9-7c05b7896c34,HS2
5b7270f0-78c6-4622-ae06-659001e2a26c,HS2
6aefc16f-feb2-4e01-9cb9-9309093e7048,HS3
0c2fc197-80d4-4661-8b5c-625b64225368,HS2
eb916b57-029c-4a4f-9e06-8cd0d8f60e66,HS2
0c876e7e-7284-4005-abcf-bd3c4f72d0c3,HS2
5a9ad2c9-dc0f-4bdb-a436-fe08feb75b99,HS3
fe06c4ab-c3ae-46b5-8cb0-cd6273559f15,HS3
e19e7b47-eb9c-4f24-854c-6bc81a13f431,HS2
e70862f2-31c9-46f1-8685-5b4585d35f5d,HS3
4a816eb5-2a68-4645-abe0-938591cfedfe,HS3
a702f40e-c463-4a3d-af00-331069b541d5,HEALTH
e14721dc-409a-462d-9159-0fcc52a09f19,UTIL_CONS
b4aca70e-1bfb-4e1a-9619-a429372c5e8c,UTIL_CONS
4dd25a08-5e3c-4c7d-9ba5-db27fc77b43e,FINANCE
6dda3834-f706-401c-9917-e7dd0bef98d3,MANU
42e1a918-10c0-4caa-ae57-e8fe6553ce4f,MANU
