guid,sector
a72b7a5d-c59d-43ea-bf99-bc9791a91002,HS3
fa5be8d8-8e61-4de4-9339-ea814dd1c451,HS4
07e2f602-f0f1-4d67-8690-11ef9efabf1e,HS4
b76f76a1-cba4-4381-ab82-cbf5137e5f20,HS3
2089d728-1727-49e0-bbdb-abd614cb67e1,HS3
5e38121f-6eb9-4e5d-98a0-f6c52e32dac1,HS3
d36d126b-d9f3-412a-8cff-9ff2954fe961,HS3
129c46ae-1b60-4adf-9b7f-98da528bdf62,HS4
fb538cd4-baa2-4b36-9c81-73074592d488,HS1
634d4743-b716-4718-bae4-5496e8fac521,HS2
6743de01-c084-4007-8c95-ae5abfac2941,HS3
0d3f6645-5416-42ea-a284-b822ee19c3a7,HS3
cb45f8ca-a50d-466c-b7ce-e2faf2159f2b,HS4
c415fdc8-3e0b-4711-904b-41fb4ac231a1,HS4
a87fc534-41a2-41b5-be0f-f7ca97b8411c,HS4
db4257c5-38dd-4e9e-a5bc-c5d7ed2bb469,HS4
22f48567-65e0-49d8-9f44-4465fd13dfbc,HS1
8f037ac4-3c1a-4a49-ac53-b817fd3b69a0,HS3
fe944a45-1c51-4898-a74f-a231ced1b8e5,HS3
9711e573-fe75-4376-bd2d-5367c733608a,HS3
2d61f45f-8b9a-4c52-921a-dd2ac1b05b51,HS2
db2cc055-ca61-41bb-b33a-d20ea90e398b,HS4
1363d4ae-40c5-44e5-85ea-1fee7da71f69,HS3
3a6e18bb-6bef-475b-96f9-2c7357732a06,HS3
a1e3fa94-8e0a-4b42-bbe5-20955ded2484,HS3
6fcafdbd-5b32-4fb1-b3b0-16028ad01fa9,HS4
c31c312d-4856-421c-9894-2b0d01eb8c51,HS4
0ac2970d-a2e8-4fc4-a711-3c4e622547ea,HS3
33cc87a7-d8d2-47c4-a883-5259249ad80b,HS4
adca3b95-fe81-4a50-a108-3121359b5912,HS4
886af5b1-c199-401a-a2c9-e51be79a1e89,HS1
46a2f61e-a3f9-4942-b5bc-e322cee47ec3,HS3
69c90ba1-26d5-4d77-a326-c1f3c2332da5,HS4
1a62cf44-6ebb-44ee-8477-8cfc85ef6bf0,HS4
cac690a9-e0b1-45e5-8e63-7813c34f0015,HS3
5dfb93f0-65d7-4b57-bffd-b98d26587b47,HS4
d6eacb84-b128-4789-b248-e254381f9b3b,HS3
1a252d8d-72d1-44d4-8e82-9c0cbbabad30,HS3
c249abb3-11c9-444a-81a2-680fda0b3451,HS3
bc06e659-350c-4754-9baf-3a02acf3e0e0,HS3
13b4aba6-0452-4ac1-8314-c701d733a03f,HS4
745be5f9-173f-4371-a11d-74d64c730435,HS4
8ffc15ee-70b1-40b4-8802-708d1fc7f724,HS3
7fb9b886-7456-452d-863a-aa6e3d32ac0a,HS3
2e361ef2-29ee-4695-9ee9-9c4fb90da438,HS1
2c567234-d37f-4d7f-84c1-f8d90a8989fc,HS3
637d9456-10f3-461c-b04d-af26167229e7,HS1
0248a4d0-cea5-47e6-baeb-4e285bb202ca,HS3
fa6b39e0-41de-4988-8543-f52a1bae7636,HS4
25256f28-c91f-40ef-a85c-b86847529251,HS3
baf006cd-cab7-4ec6-8fc6-38126f393e41,HS3
c45f711b-13da-4993-b567-50a51ad31717,HS2
fdb93093-d84a-4b54-a12d-92d314c10d4c,HS4
c035e728-520b-4966-818f-bf72d31f317f,HS3
39f70e2b-bae5-47ad-be21-093c56014f31,RETAIL
6afff35d-02f2-4337-ba43-b39ad322c96a,HS4
46a7b20a-e75a-46ca-b7a9-0f3b9ca727cf,HS3
cbdb158c-84ad-409e-9aaa-6600f7ae6651,HS3
94e6a708-16c8-423c-8304-9d58e5200a01,HS4
eb32407e-d787-4d26-afd0-35b5452cd3a0,HS3
0911373b-34f8-4a57-80c4-dd42614d77ef,HS3
3c31b809-228a-48dd-9571-47c16eb4bd6e,HS2
a7871785-7832-4a8d-b0b3-23d4d7f18355,HS3
04bd09c7-bfd1-41a3-9a12-4a5c51c64c78,HS3
2cc3464e-decf-423e-a406-1b64379a85a9,HS3
ed6e2959-63ea-4dd6-be87-c1f0a43e668a,HS4
760d36bc-7412-45f2-a0aa-66d15edf95f8,HS3
a61b13b7-b470-4dfa-8866-d4de3c8e9b70,HS3
60af62a8-0643-4955-b4e7-5de8a6bed235,HS3
3813a7a3-b937-4bad-88a4-796a3579af80,HS3
cc99bd14-57ee-46c3-8ec3-62e6d0e77e94,HS4
0d0489ea-2538-474a-a620-7fcf3cc67993,HS3
3a4b7aa5-4026-46c3-9cc2-69f19e50b40a,HS2
